anchors,positives
What is the acceptable assembly leakage rate in scc/sec of helium for a properly tested system?,"Relief valves have leaked and then frozen and failed to protect the line during warmup. Because the safety device itself often has caused the leakage problem it was designed to prevent, current practice has been to seal the jacket with a plug-and-seal combination or a | welded plug after a mass-spectrometer leak test has been performed on the entire jacket. | Current acceptable assembly leakage rate is 1 x 10~° scc/sec of helium. "
What type of insulation is utilized in low-heat-leak systems and involves an evacuated space between two reflective surfaces?,"| An all-welded jacket construction requires that the cryopumped gas filling the jacket be compatible with the closing welding process. Argon gas has been successfully used in this | application to provide an inert-gas backup to the closing weld. In low-heat-leak applications such as the large-surface-area propellant feedlines of booster , stages, initially pumped high-vacuum insulation is used. High-vacuum insulation consists of an evacuated space between two highly reflecting surfaces. "
"What are the two primary methods of heat transfer mentioned, and what must structural walls maintain to prevent fluid leakage in low-temperature conditions?","Heat is transferred principally by ; | radiation, but there may be some contribution from gas conduction. Utilization of vacuum insulation requires careful design and precise fabrication techniques. If the vacuum space has the structural duct walls as one of its boundaries, this wall must be | tight enough at cryogenic temperature to prevent leakage of contained fluid into the evacuated space. The other boundary of the insulation space usually is exposed to ambient temperature. "
What factors influence the acceptable leakage rate for insulation performance in a vacuum environment?,This wall must be leaktight under all environmental conditions to which it will | be exposed. Means must be provided to maintain the vacuum integrity in spite of the | differential contraction of the cold and warm boundaries. Helium leak-detection techniques involving the mass spectrometer are used during fabrication. The allowable leakage rate depends on the degree of vacuum required for | optimum insulation performance and the volume of the insulation space. 
What is the acceptable range for helium leakage rates in terms of sce/sec for effective material and welding techniques?,"Leakage rates of 10-° tol0-7 sce/sec of helium are common and are attainable with materials and welding | techniques generally used. | Mechanical joints such as threaded fittings or flanges are not desirable within the vacuum enclosure unless some provision is made to weld the joints so that they are leak tight. | It is desirable to maintain a low ratio (< 4) of outgassing area to vacuum-annulus volume, | because this ratio directly affects the rate of vacuum decay. "
"How does the ratio of an annulus impact the decay rate of vacuum in comparison to other ratios, specifically regarding re-evacuation costs?","For example, with identical line lengths of annuli equally clean and at the same vacuum level, the vacuum in a line with a | ratio of 8 will decay at a rate twice that of a vacuum in a line with a ratio of 4. The part with a ratio of 8 therefore has higher maintenance costs for re-evacuation. | 38 | \ ; | | | | The cross-sectional area of the annulus also is important in that it should be sufficiently large to permit effective vacuum pumpdown within a reasonable amount of time. "
What considerations must be made regarding supports in low-heat-leak applications to minimize heat transfer?,"Also, the structure that supports the jacket shell on the mainline should not restrict molecular flow | | during the pumpdown period. | | In low-heat-leak applications, the heat-leak paths from the jacket to the inner carrier through supports and flanges must be minimized. Supports are required to maintain the | | outer shell of a vacuum line and to attach the ducting to the structure itself in all cases. "
What material is commonly chosen for applications requiring structural strength along with low heat conductivity?,"The longest possible heat path with minimum contact area is desirable. Stainless steel often is used when both structural strength and comparatively low thermal conductivity are desired; several nonmetallic materials (Micarta, Teflon, Kel-F) are applicable when the lower strength is acceptable in favor of improved thermal resistance. | Cleanability of the vacuum jacket surfaces is an important factor in being able to achieve | and maintain a high vacuum. "
What is the term for the process by which gases adhere to the surface of materials after exposure to air?,"Any material that has been exposed to air will have a layer of gas and vapor several molecules thick on its surface; in addition, the interior of metals contains dissolved or occluded gas that is trapped during solidification. Adsorption on | freshly exposed surfaces is very rapid, and the adsorbed gas tends to reach an equilibrium ; with the environmental pressure; evacuation for a long period of time will desorb the gases. "
What types of materials are utilized in vacuum systems for gas adsorption near liquefaction temperatures?,"Application of heat during evacuation will speed the process. } Complete elimination of adsorbed gases is very time consuming and expensive. To attain high vacuum for long periods of time, therefore, it is necessary to make use of adsorbents | ' and getters in the vacuum system. Adsorbents such as metallic zeolites, activated charcoal (not compatible with liquid oxygen), or silica gel are used to adsorb gases near liquification | at the temperature of the contained cryogen. "
What is the primary mechanism through which getters remove gases compared to adsorbents?,"For this reason, the adsorbent package is | located in a low-temperature area. q Hydrogen often is an important constituent of the adsorbed gases. Because of its low boiling point, it is less easily picked up by adsorbents, and therefore even avery small quantity of hydrogen will preclude good vacuum performance. Getter materials are used to remove this hydrogen. The basic difference between a getter and an adsorbent is that a getter cleans up gases by chemical reaction, whereas adsorbents work by surface adhesion. "
What factors influence the efficiency of getter materials used in insulation systems?,"Getters usually | will produce very low pressure levels independently of temperature but the | chemical-reaction rate is speeded up by elevated temperatures. The practice therefore is to locate the getters in the warmest portion of the insulation system. Common getter materials | include active metals, active zeolites, and weak oxides. While getter materials are used largely with jacketed lines in facility or ground support equipment, the concept has direct | application in flightweight lines. "
What design considerations are necessary for service valves in vacuum jacketed duct systems to address evacuation and temperature challenges?,"| Provisions must be made in the duct design for mounting service valves to effect evacuation of the vacuum jacket. These valves usually are welded into the vacuum jacket, as is the case with the S-II stage lines. Problems with Viton and Kel-F O-rings have occurred when these | valves were exposed to temperatures lower than -65°F. Metal-to-metal seals usually alleviate this problem. | i 39 | | f | | | ! Provision also must be made with initially pumped vacuum-jacketed lines for vacuum measurement. "
What is a common application of thermocouple gauges in relation to temperature differences between cold and hot fluids in a system?,"Thermocouple gages commonly are used to fill this requirement. Data on this accessory are available in reference 36. 2.1.5.5 HOT-TO-COLD DUCT INTERSECTIONS | In some line assemblies, a line carrying a cold fluid (e.g., liquid oxygen at -297°F or helium at -360°F) must intersect and pass through a duct containing a hot fluid (e.g., turbine exhaust gas at +1300°F). One particularly difficult situation arises in turbine-exhaust heat exchangers where supply and outlet lines of the cold fluid pass through the wall of the hot-gas turbine-exhaust duct. "
"What are the two methods mentioned for connecting tubes to the duct wall, and why have these methods not proven effective in minimizing thermal stresses?","Reliability of this interface is of utmost importance when the cold fluid is oxygen, because the leakage of oxygen into the fuel-rich turbine exhaust gases can create temperatures sufficiently high to melt and burn the metal. | | | | Many designs have incorporated either tubes welded directly to edges of holes cut in the duct wall or tubes connected to thick flanges welded flush to the duct wall. Neither | approach has been satisfactory for reducing thermal stresses or providing reliable welds. "
What is the purpose of the design used in the J-2S engine's manifold regarding heat protection and flexibility?,A | design used on the J-2S engine incorporates a flanged manifold with stubouts onto which ’ the tubes are welded. The manifold in turn is welded to a somewhat flexible flared portion | of the hot-gas duct wall. This configuration provides a pocket of stagnant gas to protect the { cold manifold from high heat fluxes and thermal stresses and also provides a flexible interface between hot and cold members. 
What factors contribute to large concentrations of bending stress in specific elbow designs in low-pressure systems?,"All weld joints are butt welded and are inspectable | radiographically. 2.1.5.6 ELBOWS In low-pressure systems where tube wall thickness is small with respect to tube diameter (tube wall less than 1/20 tube diameter), and where bend radii are small (bend radius less than 4 times tube diameter), large concentrations of bending stress occur in elbows. The stress may be five or more times the direct bending stress. "
"What type of damage is a challenge during processing, shipping, and installation of duct assemblies with thin walls?","This stress can result in cracking along the mean radius of the elbow unless appropriate design provisions are made (ref. 37). | | i 2.1.5.7 HANDLING-PROTECTION DEVICES Damage to the bellows in the duct assembly and to the duct walls themselves in the case of thin walls (< .030 in.) during processing, shipping, and installation is a continuous problem. | Damage to the static-seal sealing surfaces of the duct flanges also is a problem, and protective covers must be used. "
What is the benefit of using strongback fixtures on either side of a bellows joint in duct systems?,"| Ducts having low-spring-rate bellows can easily be abused in handling by overdeflection of | the bellows. Since the concern is fatigue life of the bellows, a few cycles of gross 40 | | | } | | overdeflection are equivalent, fatigue-wise, to many cycles of normal operational deflection. | Strongback fixtures that attach to the duct on either side of the bellows joint and form a bridge that prevents handling deflection are a good solution for this problem. "
What design feature should protective covers and handling devices possess regarding the assembly of parts they safeguard?,Figure 19 illustrates a strongback fixture and one type of bellows cover. SHELE= TYPE: COVER: FOR BELLOWS (TOP HALF SHOWN) | ~ Re STRONGBACK Ces ; FIXTURE (<=) \ oe | | be wT ii K | ie XS a ix | : C52 | Th USS o SS | SA | Figure 19. — Handling-protection devices for bellows. | It is preferable to design all protective covers and handling devices so that the parts they are | protecting cannot be installed or assembled into the next assembly without removal of the protective device. 
What conditions lead to reduced fatigue life in bellows during operational use?,"If such design is not possible, the minimum requirement is that a red flag be used to warn the user that the protective device is installed. Damage to bellows due to handling during duct fabrication, shipment, and installation into the subsequent assembly is a major contributor to eventual in-service failure. Dents, nicks, and scratches in convolution crowns (the most highly stressed area in a bellows) cause stress | concentrations under operating conditions and thus reduce fatigue life considerably. "
"What types of materials are commonly utilized in rocket fluid systems, particularly for bellows and lines?","Life-reduction criteria based on coupon and bellows fatigue tests have been developed (ref. 38). These data permit material review action on damaged items in the final product that } can result in acceptance of damaged parts that would otherwise be rejected. | 2.1.6 Materials | As noted, the 18-8 corrosion-resistant steels are the most frequently used materials for bellows and lines in most rocket fluid systems; over a considerable length of time, these | materials have performed well. "
What properties make nickel-base alloys preferable for advanced bellows and duct applications compared to aluminum alloys?,"The nickel-base alloys such as the Inconels and the | | | 41 | | Hastelloys are widely used in newer bellows and duct designs because of their higher strengths, greater fatigue lives, and improved corrosion resistance. Aluminum alloys are used sparingly in some noncritical or low-stress applications. Because of the severe forming requirements, only the high-ductility alloys in the annealed condition are used for convoluted sections. "
What type of materials are used for restraint bracketry in cryogenic propellant systems to ensure low-temperature toughness?,Heat-treatable materials are heat treated after forming. Bellows-joint restraint bracketry in cryogenic propellant systems is fabricated from the face-centered-cubic metals to ensure adequate low-temperature toughness. Restraint bracketry in storable-propellant systems is fabricated from high-strength body-centered- or face-centered-cubic steels. The majority of flexible hoses (including wire braid) are fabricated from 321 CRES. 
What factors should be considered when selecting materials for duct assemblies in rocket vehicle and engine systems?,"Other materials, such as Hastelloy C and Inconel 718, are used for special environmental applications. Table I lists the typical alloys used for the fabrication of the subject parts in various rocket vehicle and engine systems. Material selection considerations for the entire line or duct assembly include chemical compatibility with environmental fluids, physical and mechanical properties, formability, | weldability, and the cost of the materials available. "
What factors influence the embrittlement of metal alloys in a high-pressure gaseous-hydrogen environment?,"| 2.1.6.1 CHEMICAL COMPATIBILITY : The importance of chemical compatibility of line material with system and environmental 1 fluids cannot be overemphasized. For example, a high-pressure gaseous-hydrogen | environment is known to embrittle many metal alloys (refs. 39, 40, and 41). The degree of embrittlement is a function of the material temperature, environmental pressure, purity of the gas, exposure time, and applied strain level. "
"Which types of materials are more likely to experience embrittlement in hydrogen environments, particularly at elevated pressures?","Steels (ferritic, martensitic, and bainitic), nickel-base alloys, and titanium alloys become embrittled in pure-hydrogen environments at | room temperature; the effects are more pronounced as the pressure increases. High-strength alloys are more susceptible than low-strength alloys. Austenitic stainless steels such as types | 310 and 316; certain aluminum alloys such as 6061-T6, 2219-T6, and 7075-T73; pure copper and beryllium copper; and the precipitation-hardened austenitic stainless steel A-286 are only slightly affected. "
Which alloys are noted for severe embrittlement when exposed to high-pressure hydrogen gas environments?,"Inconel 718, Inconel X-750, Waspaloy, and Rene 41 are severely embrittled in high-pressure gaseous-hydrogen environments. The degradation of mechanical properties by embrittlement generally is reflected in a loss of ductility and fracture toughness. A large amount of experimental work currently is being conducted by industry and government laboratories to achieve better understanding of hydrogen embrittlement and its effects. "
How do gases like hydrogen and water vapor influence the rates of crack initiation and growth in materials?,"This recognition and concern for hydrogen-environment embrittlement is part of a growing recognition of the sometimes dramatic and insidious effects of chemical environments on material properties and hardware performance. The gross effects of corrosion and the less conspicuous effects of stress corrosion are generally well known, and designers are alert to them. | | The presence of hydrogen, water vapor, and other gases can (and does) have a pronounced effect on crack initiation and crack growth rates. "
What is necessary for the practical application of fracture-mechanics principles in designing high-performance materials?,"This change in turn affects conventional | 42 | | | t mechanical properties and can drastically reduce fracture toughness. Recognition of this problem is seen in the fracture-mechanics* approach to the design and development of high-performance hardware. The determination of plane-strain fracture toughness under , identical proof and service conditions is essential to the realistic application of these | concepts. "
What factors determine the compatibility of materials with environmental fluids in chemical applications?,"Chemical compatibility of the line material and environmental fluids (internal and external) | thus involves the following factors: ® Corrosion rates of the material (low corrosion rates are desirable, and the nickel-base alloys have performed well). | ®@ Impact ignition sensitivity of the material (in oxygen, titanium can ignite and oxidize explosively). © Catalytic decomposition of propellants (N,H,, Aerozine-50, or MMH will decompose into large quantities of hot gas in the presence of molybdenum, iron, copper, or silver) (refs. "
What types of materials are particularly vulnerable to crack formation due to acidic environments and stress factors?,"42 through 45). © Material embrittlement and crack initiation and crack growth rates (as discussed | above). | @ Acid attack (absorption of water in N, O, forms nitric acid, which will attack | aluminum alloys). @ Stress corrosion (stress-corrosion cracking has been observed in 321-CRES bellows and is attributed to chlorides from cleaning fluids or unknown sources deposited | on the convoluted surfaces; titanium alloys are susceptible to stress corrosion in uninhibited (brown) N, O,). "
What properties contribute to low thermal stresses in high-heat-flux applications?,"2.1.6.2 PHYSICAL AND MECHANICAL PROPERTIES | Physical and mechanical properties of importance are primarily high strength (ultimate, | yield, and fatigue), high elongation capability, and low density. A low elastic modulus is | helpful when hard lines require some flexibility. In high-heat-flux applications, high thermal conductivities and low thermal expansion coefficients produce the lowest thermal stresses. "
What design factors are crucial for minimizing thermally induced stresses in joints with different materials?,"Also, joints of dissimilar materials have the lowest thermally induced stresses when the | materials have similar thermal expansion coefficients. Forming limits (minimum bend radii) are important considerations in the design of bellows-convolution shape. Fatigue data are most useful for design of convoluted elements, since the rest of the line usually is designed | for stresses under yield. Some reduction of air-test fatigue allowables is made for aluminum | alloys and corrosion-resistant steels used in N, Oo 4 (ref. "
How do cryogenic temperatures influence the toughness of body-centered-cubic materials?,46). Cryogenic temperatures reduce *A brief discussion of fracture mechanics appears on page 46. | 43 | i | | the toughness of most body-centered-cubic materials. Data on many alloys are available (ref. 47) and are useful in determining the acceptability of alloys that suffer large reductions in fatigue strength. Table III presents data on representative alloys used in flexible lines. Material selection considerations for the convoluted portions of bellows joints or | flexible-hose elements are more extensive than those for the remainder of the line. 
What are the key requirements for materials used in forming convoluted flexible-hose components?,"The most important factors are material formability requirements, corrosion properties, and | low-cycle-fatigue properties. The metal-working operation in forming (convoluting) a bellows or a flexible-hose innercore requires a material of high ductility, more so than for the forming of the tubular portion of the line. Since the convoluted portion is difficult to clean and usually is made of thinner material (typically 0.005 to 0.030 in.) than the rest of the line, corrosion resistance is important if the section is to remain free of pits, holes, cracks, or other leakage paths. "
What challenges are associated with maintaining the integrity of protective coatings during the forming process of components?,"Corrosion-resistant coatings or platings have not been effective because | coverage is inadequate. Coating integrity is difficult to maintain during forming, and | uniform application is difficult after forming. Low-cycle fatigue properties are important in that the bellows are designed for a given number of flexural cycles, while the rest of the line | is designed to keep alternating stresses below the endurance limit of the material. "
What are three essential material characteristics that enhance the performance of hard lines?,"A sophisticated and expensive way to improve corrosion resistance and fatigue life of bellows is to electropolish them prior to forming. | Material characteristics desirable for use in hard lines are (1) high strength-to-weight ratio, (2) good weldability, and (3) good elongation. The following materials have the desired characteristics and provide minimum weight for the given categories of rigid lines: e@ Inconel 718 (high-pressure lines > 1.25 in. "
What property of Inconel 718 makes it suitable for high-pressure applications in large-diameter lines?,"OD) e Armco 21-6-9 (high-pressure lines < 1.25 in. OD and low-pressure lines > 0.75 in. OD) | @ 321 and 347 CRES (all lines < 0.75 in.OD) Inconel 718 is used in the high-pressure, large-diameter lines of the SSME primarily because | of its high strength-to-weight ratio. Inconel 718 may be used in lines that carry hydrogen and operate at cryogenic temperatures, where hydrogen embrittlement is not a problem. "
What is the percentage elongation of Armco alloy 21-6-9 at room temperature?,"| Armco alloy 21-6-9 can be used for the intermediate-size lines, since these lines are gage | limited. This alloy is highly resistant to hydrogen embrittlement. The elongation capabilities of Armco 21-6-9 are comparable to those of Inconel 718: 10 percent at cryogenic temperature and significantly better (40 percent) at room temperatures. This alloy is | annealed and does not require heat treatment after welding. "
What is the minimum yield strength of Inconel 718 as specified in the mechanical properties table?,"321 and 347 CRES can be used in the small lines, which are also gage limited. Hydrogen is not a problem with these alloys. These materials have elongation capability equal to or | better than Armco 21-6-9 and require no heat treatment after welding. i} 44 | e a as a ae SF Se os PS rs a eee — Ta i 22 ae | Table III. — Typical Properties, Forming Limits, and Relative Cost of Representative Alloys Used in Line Assemblies Alloy Hastelloy Inconel Ti-6Al-4V, Inconel 718, Parameter 6061-T6 cC 625 annealed age-hardened Mechanical properties at 80°F Ultimate, ksi minimum 42 i) 110 120 130 180 Yield, ksi minimum 36 30 50 60 120 150 Elongation, percent minimum 10 40 40 30 10 12 Reduction of area, percent minimum 45 40 12 35 20 15 Fatigue strength, 107 cycles, R = —1, ksi 20 23 42 45 64 46 Strength/Density ratios at 80°F Ultimate/Density, 10° in. "
What is the thermal conductivity measured in Btu per hour per foot per degree Fahrenheit for the listed material?,"428 262 340 394 810 604 Yield/Density, 10° in. 367 105 154 197 750 504 a Physical properties at 80°F ) ‘ Modulus of elasticity, 10° psi 29 28.5 298 29.8 ISs0 29.6 | Thermal expansion coefficient, 10° in./(in.~ °F) 13.0 8.5 63 Tt 49 Tal Thermal conductivity, Btu/(hr - ft. - °F) 96.0 9.0 5.0 6.0 4.0 7.0 Density, Ibm/in.? 0.098 0.286 0.323 0.305 0.160 0.298 Forming limits, annealed condition, minimum radii Bend radius, 0.060-in.-thick sheet 1.S5t 1.5t 2.5t 2.5t 6t 2.5t Bend radius, 3-in. "
"What is the formula for the imposed strain during fatigue testing, considering its equality in both directions from the neutral axis?","D, x 0.060-in.-wall tube VSD; 1.5D, 2D 23D. 6D. 23D5 | Relative line cost 6 - ft. long x 3 - in. D,, two flanges, four bends 1.0 15, 30. Sat 4.5 <r R= —1: imposed strain in fatigue testing is equal in both directions from neutral t: thickness of sheet, in. D,: outer diameter of tube being bent, in. Properties at cryogenic temperatures are given in reference 62. | Properties at elevated temperatures are given in reference 63. "
Which materials commonly used in aerospace components are resistant to corrosion and are suitable for temperatures up to 1200°F?,"Bolt and nut materials used in aerospace applications are inherently corrosion-resistant, the most frequently used materials being A-286, Inconel 718, Inconel X-750, K-Monel, and Rene 41. Material selection is based on the strength level required for the coupling and the service temperature. All of the above materials except Rene 41 are used in applications ranging from cryogenic temperature to 1200°F. "
"What temperature range is associated with good strength levels for the material used, despite its high cost?","Rene 41 is normally used at temperatures in | the 1200°F to 1600°F range because of good strength levels, but high cost restricts it from being used at lower temperatures. Additional details on material selections for threaded fasteners is provided in references 48, 49, and 50. | Fracture-mechanics properties. — Conventional structure analyses account for stress, material strength, and stress-concentration factors at fillets, corners, and holes, but they do not consider flaws and minute cracks inherent in all materials. "
What factors can lead a material to exhibit brittle failure instead of ductile behavior?,"When ductile materials such ' as those used in line assemblies are stressed, they deform plastically around the tips of the | cracks and absorb local overloads. But when a material cannot behave in a ductile | manner — for example, when it is near or below its transition temperature, when strain rate | is high, or when the stress system is complex and the material is physically constrained — it can fail at a relatively low stress level. "
What factors are essential in the design parameters for analyzing fracture mechanics in materials?,"For these conditions, the concepts and techniques of | | fracture mechanics can be utilized for analysis. The concept of fracture mechanics recognizes discontinuity and nonhomogeneity in materials and provides a numerical method to account for minute cracks. The fracture-mechanics design parameters are a toughness (energy-absorption) factor, applied | stress, size of crack, operating temperature, and the ‘‘state of stress”, which is often far more complex than first assumed. "
What aspects are important to consider for ducting and filter design in relation to materials and fabrication?,"Discussion of fracture-mechanics theory and practice is beyond the scope of this | monograph. More detailed information on the fundamental theory and its application to ducting and filter design, including material selection, selection of allowable working stress, evaluation of fabrication methods, evaluation of inspection and testing methods, and design | of the proof test, may be obtained from references 51 through 60. "
"What are the main factors determining the severity of sheet metal forming operations, listed in order from least to most severe?","| | 2.1.6.3 FORMABILITY | Formability (high ductility) of materials is important in that most of the line assembly, with | the exception of flanges, bosses, or linkages, is formed from sheet metal. The least severe forming operation is rolling of the tubular elements, followed in increasing severity by forming of (1) bends, (2) fittings and transitions, and (3) the bellows convolutions. To date, corrosion-resistant steels and nickel-base alloys have been excellent materials for all formed | elements. | | | 46 | 2.1.6.4 WELDABILITY. "
What is the significance of weldability in the context of aerospace programs and permanent joining methods for line-assembly components?,"Weldability of materials is an important consideration, since welding is the most often usedmethod of permanently joining line-assembly elements. In several aerospace programs (e.g., | Apollo), brazing is used for permanent line connections, and the braid of flexible hosesfrequently is brazed to the end attachment joint. Most materials in current use are"
What welding techniques are mentioned for effectively joining materials?,effectively welded by tungsten-inert-gas methods. Electron-beam welding has been used
What are the potential materials that can be welded together in dissimilar metal applications involving Hastelloy?,"effectively with both Hastelloy C and 347 CRES. Dissimilar materials often are welded (¢.g.,Hastelloy C to 347 CRES, Inconel 718 to A-286, Inconel 718 to 321 CRES, and 321 CRES to A-286).Sometimes a lubricant is required on the bellows or on other surfaces. Molybdenum"
What material provides the best resistance to chemical attacks when moisture is present in conjunction with disulfide dry-film lubricants?,"disulfide dry-film lubricants have been used, but often chemically attack corrosion-resistant steels when moisture is present. Nickel-base alloys offer the best resistance to attack. A"
What type of coating has been recently developed to provide corrosion inhibition on specific steels?,"corrosion-inhibiting type of molybdenum disulfide coating, satisfactory on; corrosion-resistant steels, recently has been developed (ref. 61)."
"What type of lubricant is commonly found in Saturn engine systems, and what was a key characteristic influencing its selection?","Platings and lubricants are used on bolts and nuts to prevent thread galling. Silver is the most widely used plating, although others are used when required to solve fluid compatibility problems. The standard thread lubricant used on the Saturn engine systems was a phosphoric-acid-bonded dry-film lubricant. One characteristic that influenced the selection of this lubricant was its impact ignition compatibility with liquid oxygen. "
"What is the applicable temperature span for the dry-film lubricant, from the lowest to the highest temperature it can withstand?",Useful temperature range for this dry-film lubricant is from cryogenic temperatures to +300°F. Platings are used at higher temperatures.. 
What are the two main categories of testing and what type of testing is performed on all production pieces?,"| 2.1.7 Testing Testing usually is divided into two categories: (1) the initial qualification testing, which is later repeated on a sampling basis during production runs; and (2) acceptance testing, which| consists of nondestructive tests made on all production pieces. Typical tests and thecategories for which they apply are given in table IV."
What advantages does early component testing provide in identifying weaknesses in the design and manufacturing process?,"2.1.7.1 TEST REQUIREMENTS Experience has shown that component testing is extremely beneficial in locating design and manufacturing weaknesses early in the development cycle, thus permitting redesign prior to"
What is the purpose of component tests in relation to engine functionality and operational scenarios?,| actual engine use where failures would be much more costly and time delaying. Thecomponent tests are designed to simulate engine or operational conditions as closely as
What procedure is used to assess a component's ability to withstand hydrostatic pressure without leakage or permanent distortion?,"| 47 Table IV. — Typical Test Requirements for Line Assemblies Qualification Sampling plan Acceptance Type of test requirement requirement requirement Test description Proof Yes Yes Yes Apply hydrostatic pressure to the part for predetermined number of pressure cycles, cycle durations, and pressure levels. No leakage or permanent distortion allowed. | Leak test Yes Yes Yes Apply pneumatic pressure to part at predetermined pressure level and duration. "
What must be verified to determine compliance with the specified dimensional and material criteria during product inspection?,"Leakage measured must be within predetermined tolerable leak rate. Examination Yes Yes Yes Inspect for conformance to dimensional, material, functional, and of product processing requirements set forth on drawing. ; Movement Yes Yes, if Yes, if Verify design movements by moving through maximum excursion. verification considered considered te critical critical co : Spring rate Yes Yes Yes, if Determine force or moment versus deflection (angular, axial, (force/deflection) considered lateral, or torsional) characteristics. "
What parameters must be evaluated to ensure mechanical components do not experience fatigue failure during a specified operational duty cycle?,"critical Buckling Yes Yes, if Yes, if Apply proof pressure with flex joints in extreme deflected position. stability considered considered | critical critical | Flexural Yes Yes No Deflection cycle under operational pressure and temperature conditions endurance for a predetermined duty cycle without fatigue failure. Mechanical Yes Yes No Vibrate bellows or assembly mechanically through engine or vehicle | vibration vibration spectrum and life specification under operational pressure, temperature, deflection, and environmental conditions. "
What is the requirement for testing end-use fluid through a component over a specified operational flowrate for engine or vehicle applications?,"No failure allowed. | Flow Yes, if Yes, if No Measure fluid flow head loss due to friction and inertia losses at | calibration considered considered tated flowrate conditions. critical critical (continued) | | | = <a ees = ~ 2 J en fie Table IV. — Typical Test Requirements for Line Assemblies (concluded) Qualification Sampling plan | Acceptance Type of test requirement requirement | requirement Test description Flow Yes, if No No Flow end-use fluid (or fluids) through part over operational flowrate fatigue considered range for engine or vehicle specified life. "
What conditions require an assessment of conforming dimensions and potential wall thinning after testing a specific component?,"No failure allowed. critical See note 1. Pressure Yes Yes No If part is subjected to pressure oscillations or impulses in impulse operational service, apply a predetermined number of cycles; no failure permitted. a Sectioning Yes Yes No Cross section part after completion of tests; measure conformity So) and thickness with drawing dimensions, particularly wall thinning in bellows. measurement Burst Yes Yes No Apply hydrostatic pressure to part at up to specified burst- pressure level. "
What conditions must be avoided when testing unjacketed flight bellows flowing cryogenic fluid to prevent additional damping effects?,"Yielding permitted, plastic distortion permitted, but no leakage. Notes: 1, Unjacketed flight bellows flowing cryogenic fluid should be tested in an environment precluding condensation or air liquification, because either condition could provide viscous damping of vibration. 2. For economic reasons and for better simulation of operational use, some of these tests may be conducted simultaneously For example, the flow calibration may be done during the flow-fatigue test for practical reasons, and mechanical vibration tesis may be combined with flow-fatigue tests. "
"What is the primary factor triggering flow-induced vibration in hoses or bellows according to the heat-transfer characteristics, momentum, and fluid properties?","possible so that all failure modes can be identified. The flow-induced vibration failure of | Saturn AS-502 flexible hoses in flight (ref. 64) is a case in which the lack of yvacuum-environment simulation during component testing was the reason that a significant failure mode was not discovered prior to flight. The mechanism for triggering flow-induced vibration in a bellows or hose is a function of the fluid heat-transfer characteristics, momentum, and bulk modulus. "
What are the two general viewpoints regarding the quantity of samples necessary for the initial qualification of a newly designed system?,"No dimensionless parameter for correlating data from one fluid to another is known; the behavior of a bellows } flowing a fluid other than the end-use fluid may be entirely different from the behavior with the actual fluid. For this reason, the current practice is to use actual end-use fluid for flow testing. | There are two general schools of thought on the number of samples to be tested in the initial qualification of a new design. "
What is the minimum number of samples required to complete all planned tests according to NASA's specifications?,"The NASA requirement is that a minimum of two samples go through all of the planned tests in sequence, decathlon style. Industry practices have sometimes been to run separate samples for each major test (vibration, flexural endurance, etc.), but with more time or cycles applied than required in the NASA method. The samples usually would be tested to destruction after the minimum requirements had | been met, thus giving a measure of the part’s margin of safety for each type of critical test. "
How does elevated environmental temperature impact the fatigue life of metals compared to cryogenic temperatures?,"A discussion of test requirements and conditions is presented in reference 16. The effect of environmental temperature on fatigue life of metals (in standard coupon | shapes) is well known. In general, fatigue life is reduced at elevated temperatures and increased at cryogenic temperatures. For example, the life of 321-CRES bellows at liquid-nitrogen temperature (—320°F) is 4 to 5 times greater than that at room temperature for a given strain level; at liquid-hydrogen temperature (—423°F), life is 10 to 100 times greater. "
What factors are indicated to influence the fatigue life of bellows when subjected to elevated temperatures compared to room temperature testing?,"However, very little fatigue testing at high or low temperatures actually has been | performed on bellows for design-evaluation or production-comparision tests. Usually, | acceptability is based on results of a room-temperature test that gives little more than an | indication of actual life at operating temperatures. For example, for a Hastelloy-C bellows on a J-2S heat exchanger, the fatigue life at 800°F, under the same deflections, was approximately one-third the life at room temperature. "
What type of test is primarily conducted to ensure the structural integrity of components in aerospace applications during production?,"Testing at operational temperatures during initial qualification tests provides a good basis for assurance that the later quality-control sampling tests at room temperature are adequate. | For bellows intended for aerospace application, manufacturing procedures normally require proof- and leak-test certification of every piece in a production lot. Proof testing is primarily a structural integrity test. "
What medium is typically preferred for testing due to its lower energy release in the event of a rupture?,"Water rather than gas commonly is used as the test medium because, in case of a burst, much less energy is released from water. Distilled or deionized | water is employed, because tap water can deposit chlorides on the bellows surface and promote cell corrosion or intergranular corrosion within a very short time (refs. 65 and 66). | For bellows or ducts that operate at elevated temperature, it is common practice to perform ’ 50 j | | | the acceptance proof-pressure test at room temperature. "
How is test pressure adjusted to account for changes in material properties due to elevated temperatures?,"The test pressure level is increased to compensate for the effect of elevated temperature on material properties. The proof | | pressure simply is multiplied by the largest ratio of the room-temperature value to | elevated-temperature value for yield stress, ultimate stress, or elastic modulus; this pressure then is used as the test pressure. The mass spectrometer is a generally accepted device for verifying bellows leak tightness. "
