anchors,positives
What types of materials are commonly utilized in the construction of diffuser vanes and housing structures?,"Materials used for this purpose are cast aluminium alloys, cast stainless steels, and high-strength wrought aluminium alloys and steels. Diffuser vanes can be integral or separate. Reinforcing bolts through diffuser or guide vanes have been used to provide structural aid. Housing structures must bear mounting loads and loads due to internal pressure. External loads on the volute can be reduced by using flexible ducts [3].. "
What factors are involved in estimating the hoop tensile stress in a housing according to Huzel and Huang?,"Huzel and Huang [22] suggest to use the following formula for a rough estimate of the hoop tensile stress o, (N/m?) at a given section of a housing 4.9 Design of Centrifugal-Flow Pumps 341 A Oo Pu where p (N/m?) is the local absolute pressure inside the housing or the difference of pressure across the wall of the housing, A (m7) is the projected area of the surface on which the pressure acts, and A’ (m7) is the area of the surface of the material subject to the force pA.. "
How do thermal gradients and structural discontinuities influence the stress levels in housing constructions?,"The stress acting really on a housing structure is higher than the one expressed above, due to discontinuities and deformation of the wall, and also to thermal stresses resulting from temperature gradients across the wall [22]."
What angular distance in radians separates the second tongue from the first in a double-volute centrifugal pump design?,"As an application of the concepts given above, it is required to design the housing of a double-volute, single-discharge, centrifugal-flow pump, whose inducer and impeller have been determined above. The second tongue of this double-volute pump is separated from the first by an angular distance of z radians, according to the figure given above. The value of the design factor K,, which appears in the equation c’3 = K,2go AH)”, is assumed to be 0.337.. "
"What is the average flow velocity in the volute when K is 0.337, g is 9.807 m/s², and AH is 893.1 m?","By substituting K, = 0.337, go = 9.807 m/s”, and AH = 893.1 m in the following equation, the average value of the flow velocity in the volute results"
What is the relationship between the area of each cross section of the volute and the central angle in terms of flow rate?,"ch = K,(2go AH)? = 0.3370 x (2 x 9.807 x 893.1)? = 44.60 m/s We assume the area Ag of each cross section of the volute to vary with the central angle 6 so that this value of c’3 is constant. Then, we use the equation »_ 94 3 Oe Ag where q = 0.7836 m?/s is the volume flow rate of the pump. This yields for each of the two volutes 04 0 0.7836 Ag = —— = — 2nc, 2m 44.60"
What is the total area calculation for the cross section at the inlet of the discharge nozzle given the specified areas at different points?,"At 6 = “rr, Az = 0.002196 m’; at 6 = Yar, Ag = 2Az/4 = 0.004392 m?; at 6 = Yar, Aani4 = 3An/4 = 0.006588 m?; and at 6 = 7, Ay = 4Az/4 = 0.008784 m?.The total area A, of the cross section of the volute at the inlet of the discharge nozzle is"
"What is the approximate value in radians of the volute tongue angle, considering the given equations?","In order to avoid turbulence and wear downstream of the tongue, the value of the volute tongue angle a, is taken approximately equal to wy. Since a’y has been found above to be equal to 0.2041 rad, then we take a, = 0.2041 rad 7/15 rad."
"What is the relationship between the impeller's outer radius and the radius at which the volute tongue starts, given the specified multiplier?","The radius r, at which the volute tongue starts is taken slightly greater than the outer radius rz of the impeller, in order to avoid turbulence. For this purpose, we 342 4 Feed Systems Using Turbo-Pumps choose r; = 1.05 r2. Since the outer diameter of the impeller has been found to be dz = 0.3765 m, then the value of r; can be determined as follows 0.3765 r, = 1.05 x a = 0.1977 m The cross section of the volute is assumed to be of trapezoidal shape. "
What is the calculated width of the volute at the bottom given that it is 1.75 times the width of the impeller outlet?,"As has been shown above, the width b3 of the volute at the bottom of its trapezoidal cross section is chosen to be 1.75 times the width b2 of the impeller at the outlet. Since b) has been found to be equal to 0.04876 m, then b3 = 1.75 x 0.04876 = 0.08533 m An area slightly greater than A, = 0.01757 m? is necessary for the circle at the inlet of the discharge nozzle, in order for the shape of the cross section of the volute to change gradually from trapezoidal to circular. "
Calculate the area of a circle at the discharge nozzle's outlet given its diameter is 0.2044 m. What is the formula to find this area?,"Therefore, we compute the area A; and the diameter d; of the circle at the inlet of the discharge nozzle as follows Aj = 1.13 x 0.01757 = 0.01985 m? 4 x 0.01985) ? z d= (EE /)"" = 0.1590 m 3.1416 Assuming the discharge nozzle to be a cone frustum whose length is 0.254 m and whose semi-aperture angle is 2/36 rad, the diameter d, and the area A, of the circle at the outlet of the discharge nozzle are 1 de = 0.16 + 2 x 0.254 x tan() = 0.2044 m d\? 0.2044 \* A. "
What is the relationship between velocities at the inlet and outlet of a discharge nozzle in a pump system?,"=a(—) = 3.1416 x (——— ) = 0.03281 m* 2 2 The velocities c; and c, of the flow at respectively the inlet and the outlet of the discharge nozzle are 0.7836 c= b= = 30.48 mis A; 0.01985 ce = 1 = 08% _ 53.88 mis A. 0.03281 As has been shown in Sect. 4.5, a thrust balance system is necessary to counteract the axial loads generated by changes of axial momentum and of pressure in the 4.9 Design of Centrifugal-Flow Pumps 343 pumped fluid. "
What should the residual value of the axial force be after using a thrust balance system?,"The residual value of the axial force, after the application of a thrust balance system, must be so low as to be safely absorbed by the pump bearings [36].. "
What design modification involves positioning two pumps in a back-to-back configuration to decrease loads?,"These loads can be reduced by mounting the two propellant pumps back to back. This, together with the mounting of radial ribs, has been done in the Mark 3 turbo- pump, which has been described in detail in Sect. 4.5. Other methods, used either alone or in conjunction one with another, are described below."
What is the purpose of the space situated between the back wear component and the sealing mechanism in an impeller system?,"A method consists in installing a wearing ring which provides a balance chamber at the back shroud of the impeller. This balance chamber is a space located between the back wearing ring (of diameter d),) and the shaft seal (of diameter d,), as shown in the following figure, adapted from [3]."
How can the pressure in a balance chamber be adjusted to manage axial loads in a system?,"The axial loads are balanced by choosing properly the diameter d;,, the diameter d;, and the value of the pressure p, of the fluid admitted into the balance chamber. The value of the pressure p, can be controlled by adjusting the clearances and the leakages of the back wearing ring and of the shaft seals."
What is the effect of thrust on the axial component in a mechanical system with different sealing arrangements?,"Py Py P,_£ } > EXTERNAL 1 , io fo AXIAL \\ h\ = We THRUST T, ANA. 4 ae ecm POSITIVE —= CHANGE hes “n “ ? _ a eat al dr! 2) NEGATIVE —— y Im) ¥ — SHAFT we = SEAL FRONT“ BACK WEARING RING = LL WEARING RING"
What equation is referenced by Huzel and Huang in their analysis?,"For this purpose, Huzel and Huang [22] indicate the following equation"
"What are the variables represented by p, and p in the equation related to pressure within a specific chamber?","pox (dj. — d?) = py (dj, — dz) + pix (dj — d?) + powdy + 4tiicno + Te where p, (N/m?) is the pressure in the balance chamber, p, (N/m”) is the average net pressure in the space between the shrouds of the impeller and the walls of the casing, Pi (N/m?) is the static pressure at the outlet of the inducer, po (N/m?) is the static pressure at the inlet of the inducer, d, (m) is the effective diameter of the shaft seal, d), (m) is the diameter of the hub at the inlet of the inducer, d, (m) is the diameter of the inducer at the tip of its blades, dy (m) is the diameter of the front wearing ring, d», (m) is the diameter of the back wearing ring, 7n;(kg/s) is the mass flow rate of the pumped propellant at the inducer, c,,9 (m/s) is the axial velocity of the flow at the inlet of the inducer, and T, (N) is the external axial force resulting from the unbalanced axial loads due to the other propellant and/or the turbine. "
What is the sign of the external axial force when the impeller is positioned towards the suction side?,"The external axial force T, is positive when the impeller is pulled away from the suction side, and negative otherwise. 344 4 Feed Systems Using Turbo-Pumps. "
How is the static pressure at the outlet of a device determined from its inlet value?,"The value of the static pressure p; (N/m?) at the outlet of the inducer can be measured in tests or approximated by multiplying the value of the static pressure po (N/m?) at the inlet of the inducer by a design factor k;, as follows"
What is the range of the experimentally determined value for the constant used in the equation for Pi?,"Pi =Ki po where the value of k;, determined experimentally, ranges from 1.1 to 1.8 [22]. After P has been determined, the average net pressure p, (N/m?) in the space between the shrouds of the impeller and the walls of the casing can be computed approximately by using the following equation given in [22]: 3y 1 Py = pit al 50 - “|"
"What factors influence the pressure in a balance chamber during pump testing, and how do variations in clearances affect leakage losses?","where p (kg/m?) is the density of the pumped propellant, w2 (m/s) is the peripheral velocity of the impeller at the outlet diameter dz, and u; (m/s) is the peripheral velocity of the impeller at the mean effective inlet diameter d;. The value of the pressure p, (N/m’) in the balance chamber can be adjusted by conducting tests on single components of a pump. In these tests, it is possible to vary the clearances at the back wearing ring and at the shaft seals. A disadvantage of this method is the increase in the leakage losses.. "
What is the purpose of installing straight radial supports at the rear structure of the rotor in an impeller system?,"Another method, also described in Sect. 4.5, consists in installing straight radial ribs at the back shroud of the impeller, as shown in the following figure, adapted from [3].Py Py Py EXTERNAL ’ 1 | SHAFT AXIAL AXIAL fi N h\ Gh D< SEAL THRUST Te =— alal @ eftines ee POSITIVE —=— treated Cmo “nl T lis ee SA 4) | 2) Negative —— . alm, x t Pi S RADIAL Front” RIBS WEARING RING"
How do radial ribs influence the static pressure in the space adjacent to the impeller's back shroud?,"The radial ribs reduce the static pressure in the space between the back shroud of the impeller and the wall of the casing, because the pumped fluid spins in this space with the impeller. This rotational motion decreases the pressure exerted by the fluid with the radial distance from the impeller tips [12]. Holes may be provided through the impeller into the inside diameter region of the radial ribs to vent that region statically and to provide a positive coolant flow into the radial ribs to prevent cavitation caused by fluid heating which results from the pumping work of the radial ribs [3]. 4.9 Design of Centrifugal-Flow Pumps 345. "
"How can the decrease in axial forces on the back shroud of an impeller, due to radial ribs, be approximately calculated?","According to Huzel and Huang [22], the reduction F, (N) of the axial forces acting on the back shroud of the impeller, due to the installation of radial ribs, can be computed approximately as follows"
What variables represent the outside and inside diameters of the radial ribs in a pumping system?,"where d, (m) is the outside diameter of the radial ribs, d, (m) is the inside diameter of the radial ribs, u, (m/s) is the peripheral velocity of the radial ribs at the diameter d,, us (m/s) is the peripheral velocity of the radial ribs at the diameter d,, p (kg/m?) is the density of the pumped fluid, ¢ (m) is the height or the thickness of the radial ribs, and s (m) is the average distance between the impeller back shroud and the wall of the casing.. "
How can the required reduction of axial forces on an impeller's back shroud be calculated?,"The required reduction F,, (N) of the axial forces acting of the back shroud of the impeller can be computed by using the following equation [22]:py (dj = d?) — 4Fu = pit (d} = d?) + pod? + Arnicn Te"
Define the external axial force produced by unbalanced axial loads due to the turbine and other propellant in this context.,"where p, (N/m?) is the average net pressure in the space between the shrouds of the impeller and the walls of the casing, dy, (m) is the diameter of the front wearing ring, ds (m) is the inside diameter of the radial ribs, p; (N/m?) is the static pressure at the outlet of the inducer, d, (m) is the diameter of the inducer at the tip of its blades, po (N/m?) is the static pressure at the inlet of the inducer, d;, (m) is the diameter of the hub at the inlet of the inducer, m;(kg/s) is the mass flow rate of the pumped propellant at the inducer, c,,9 (m/s) is the axial velocity of the flow at the inlet of the inducer, and T, (N) is the external axial force resulting from the unbalanced axial loads due to the other propellant and/or the turbine.. "
How can pressures p and p be computed using the previously mentioned equations?,"The pressures p; (N/m?) and p, (N/m?) can be computed approximately by means of the preceding equations which are re-written below for convenience"
What design features were incorporated in the oxidiser pump impeller of the F-1 engine to manage axial force?,"The gear-driven pumps of the Titan launch vehicles had open-face impellers with radial ribs in the impeller hub, in order to reduce the axial force to a value which could be sustained by a split-inner-race ball bearing. The turbo-pump of the F-1 engine had shrouded impellers. In order to control the axial force, the impeller of the oxidiser pump of the F-1 engine had an inlet wear ring and radial ribs, whereas the impeller of the fuel pump of the same engine had inlet and hub wear rings. "
What type of bearings support unbalanced axial force in a direct-drive turbine system?,"The pump forces balanced the direct-drive turbine forces, so that tandem split-inner-race ball bearings could sustain the unbalanced axial force [3]. 346 4 Feed Systems Using Turbo-Pumps. "
"Calculate the value of Fz (N) by considering the dimensions: outside diameter, inside diameter, height, and average distance between the impeller back shroud and casing wall.","As an example of application, it is required to compute the reduction Fz (N) of the axial forces acting of the back shroud of the impeller of a given centrifugal- flow pump, due to the installation of radial ribs having the following dimensions: outside diameter of the radial ribs d, = 0.3759 m, inside diameter of the radial ribs d, = 0.1219 m, height of the radial ribs t = 0.005334 m, and average distance s = 0.006350 m between the impeller back shroud and the wall of the casing. "
What is the angular velocity of a pump shaft in radians per second if it operates at 733.0 rad/s?,The angular velocity of the shaft of the pump is w = 733.0 rad/s. The density of the pumped fluid (liquid oxygen) is p = 1141 kg/m? in the operating conditions.. 
What is the relationship between the peripheral velocity and the diameters of the radial ribs as given in the scenario?,"The peripheral velocity u, at the outside diameter d, = 0.3759 m of the radial ribs results fromThe peripheral velocity u, at the inside diameter d, = 0.1219 m of the radial ribsresults from 1 Us = 5 d, = 0.5 x 733.0 x 0.1219 = 44.68 m/sThe reduction F,, of the axial forces acting of the back shroud of the impeller, due to the presence of the radial ribs, results from"
"What is the equation represented by the summation of two variables, with specific values given for the resulting components?","Fa = (a -a?)| So(u2 - “)| () = oes x (0.3759 = 0.1219"")"
"What is the value of x when calculated from the equation involving multiplication and subtraction, resulting in a power of ten?",x [0.5 x 1141 x (137.8? — 44.687) ] x ea) = 3.321 x 10°N x 0.006350
"What mechanism is employed in a centrifugal-flow pump to balance axial thrust between components, specifically mentioned in the design of the Mark 48-O turbo-pump?","Still another method to control axial thrust in a centrifugal-flow pump uses a self-compensating balance piston. This method was used in the Mark 48-O (liquid oxygen) turbo-pump, which was designed to achieve a balance of axial thrust between the pump and the turbine. For this purpose, the back side of the pump impeller contains a balance piston, which is shown in the following figure, due to the courtesy of NASA [37]. "
What is the function of the high-pressure orifice in the context of the balance piston operation?,"The rotating member of the balance piston is the rear shroud of the impeller. To operate the piston, high-pressure liquid oxygen from the impeller discharge passes through a high-pressure orifice located at the outer diameter of the impeller into the balance piston cavity. From this cavity, the liquid oxygen passes through a low-pressure orifice near the impeller hub into the balance piston sump. From there, the liquid oxygen returns to the eye of the impeller through axial passages in the diffuser vanes and radial holes in the diffuser and inlet [38]. "
Explain the function of a diffuser in a centrifugal-flow pump. How does it contribute to the pump's performance?,"4.9 Design of Centrifugal-Flow Pumps 347 DIFFUSER HIGH-PRESSU%E ORIFICE fj “1 , <N —\! \) y ‘ \ S 6 WS BALANCE PISTON CAVITY MSS | \ LOW-PRESSURE ORIFICE X Lp ‘. \ GS BALANCE PISTON ‘SUMP \\. "
What effect occurs due to the variance of high-pressure and low-pressure orifice openings with the rotor's axial position?,"The thrust-compensating effect is obtained because the openings of the high- pressure orifice and of the low-pressure orifice vary with the axial position of the rotor. Therefore, the axial force due to the pressure on the rear shroud of the impeller varies correspondingly. For example, an unbalanced load toward the pump inlet causes a reduction in the high-pressure orifice gap and an increase in the low-pressure orifice gap. This, in turn, causes a reduction in the pressure force of the impeller rear shroud, introducing a compensating load change [38].. "
"What properties must be considered when selecting materials for systems that manage thrust in relation to safety, strength, and compatibility with propellant?","Materials used for thrust balance systems are chosen taking account of their compatibility with the propellant, strength at the required rotating speed, and safety in the event of an inadvertent rub. Plastic materials such as PCTFE (Poly-Chloro- Tri-Fluoro-Ethylene, whose trade name is Kel-F® or Neoflon®), PTFE (Poly-Tetra- Fluoro-Ethylene, whose trade name is Teflon®), and fluorinated PVC (Poly-Vinyl- Chloride) resist burning if rubbed on the impeller in liquid-oxygen pumps, and there- fore are safe stationary sealing materials when the difference of the seal pressure is not excessive. "
What materials are recommended for components in liquid-hydrogen pump systems to prevent galling during contact?,These materials are also satisfactory for liquid-hydrogen pumps. 348 4 Feed Systems Using Turbo-Pumps Materials for balance-piston orifices are chosen to resist galling if rubbed against. 
What properties must materials for orifices in balance pistons used in liquid-oxygen pumps possess to ensure safety and stability?,"balance-piston rotor or impeller materials. In case of balance pistons used in liquid- oxygen pumps, materials used for orifices must resist explosion or ignition upon impact, and must also be physically and chemically stable in liquid oxygen. The following table, due to the courtesy of NASA [3], indicates materials used for thrust balance systems."
"Identify a composite material that is reinforced with fiberglass, used in engineering applications for its durability.","vanes KEL-F’, stainless steels*, fiberglas-reinforced Teflon, silver*, leaded bronze,"
"What pressure increase in pascals is generated by a single-stage centrifugal-flow pump when pumping liquid hydrogen with a head rise of approximately 19,800 meters?","“Material Suitable for use with LOX 4.10 Design of Axial-Flow Pumps Apart from the case of inducers, axial-flow pumps have been used in rocket engines only when the pumped propellant is liquid hydrogen, because this fluid requires high values of volume flow rate and head rise. For this purpose, such pumps have been used in the multi-stage configuration only. The head rise AH made available by a typical single-stage centrifugal-flow pump, when the pumped fluid is liquid hydrogen, is about 19,800 m, which corresponds to a pressure rise Ap of about 70.85 x 9.807 x 19,800 = 1.376 x 107 N/m?. "
What is the head rise range achievable per stage with a multi-stage axial-flow pump?,"This is due to the very low density p = 70.85 kg/m? of liquid hydrogen. When higher values then these are required for AH and Ap, then a multi-stage axial-flow pump is chosen. A pump of the latter type makes it possible to obtain a head rise ranging from about 1520 to 2740 m for each stage [22].. "
What is the minimum volume flow rate necessary for axial-flow pumps used with liquid hydrogen?,"The volume flow rate q of axial-flow pumps used for liquid hydrogen cannot be lower than about 0.347 m?/s, because the height of the rotor or stator vanes of such pumps cannot be lower than about 12.7 mm, for manufacturing reasons. For values greater than 0.347 m/s of volume flow rate and in the range from 9140 to 19,800 m of head rise, the design requirements of a liquid-hydrogen pump can be satisfied by either a single-stage centrifugal flow pump or a multi-stage axial flow pump. "
What maximum flow rate in cubic meters per second is associated with the use of a centrifugal-flow pump for liquid hydrogen?,"In practice, a centrifugal-flow pump for liquid hydrogen is chosen when the volume flow rate required is lower than 0.0158 m/s [22].. "
What is the maximum delivered flow rate in cubic meters per second for the listed multi-stage liquid-hydrogen pumps?,"The following table, adapted from [2], indicates (in metric units) delivered volume flow rate (m/s), total head rise (m), rotational speed (rad/s), number of stages, and 4.10 Design of Axial-Flow Pumps 349 application for five multi-stage liquid-hydrogen pumps (Mark 9, Mark 15-F, Mark 25, Mark 26, and M-1) used in rocket engines. Pump Delivered flow, | Headrise,* m | Speed, rad/s | Number of Application m3/s stages Mark 9 0.64541 15,697 3434.8 Inducer plus Phoebus six main stages | (Development) Mark 15-F | 0.57172 12,283 2960.0 Inducer plus J-2 engine seven main (Operational) stages Mark 25 1.1672 18,898 3560.5 Tandem Phoebus inducer plus (Development) four main stages Mark 26 0.56781 12,192 2513.3 Inducer plus J-2 engine seven main (Experimental) stages M-1 3.9305 17,221 1384.9 Inducer plus M-1 engine transition plus | (Development) eight main stages “Overall headrise—inducer inlet to volute discharge. "
What assumption is made regarding the meridian component of the absolute velocity vector in an axial-flow pump?,"The meridian or axial component c,, of the absolute velocity vector ¢ of the flow is assumed to have a constant value in all the stages (rotor and stator) of an axial-flow pump. This assumption requires a constant area of the cross section of the pump, in order for the equation of continuity of flow to be satisfied. By so doing, the effects of frictional drag at the walls of the housing and at the vanes are neglected.. "
What is the purpose of the rotor in an axial-flow pump concerning the fluid's velocity?,"The rotor of an axial-flow pump imparts kinetic energy to the pumped fluid by increasing the axial component c,, of the absolute velocity vector c of the flow. This transfer of kinetic energy occurs by using aerofoil-shaped vanes. These vanes are considered below in three particular sections of the cylindrical pump: at the impeller tip diameter d, (m), at the impeller hub diameter d;, (m), and at the mean effective diameter d,, (m) of the pump, defined as follows. "
What term describes the distance between two adjacent rotor vanes measured along the circular path of the impeller?,"24 G25 2 2) 72 a d; +d,\? _ d?(1+1r3) ” 2 2 where ry = d;,/d, is the impeller hub ratio. Let P,, (m) be the common distance (also known as pitch) separating two contiguous vanes of the rotor, measured along the circumference, as shown in the following figure, re-drawn from [22]. 350 4 Feed Systems Using Turbo-Pumps rs ‘ii an Fas IMPELLER I cxorn—Z A FLOW VELOCITY UNE Y ay ; DIAGRAMS M4 Pe 3 ay —-| cus ii i _ Cus oe MEAN LINE IMPELLER a “Sr a er CHORD f oF ROTOR VANE 3 ¢ , % ; ELEMENTS AND : ly of |e cP lfm FLOW VELOCITY 7 . "
How is the distance P calculated using the mean effective diameter and the number of rotor vanes?,"DIAGRAMS f ia = Pts iS P; Cur cs | Ba j Yn ii B, AX Fra 2 iY it CHORD Zz INDUCER MEAN (Cis P STATORVANE LINE— ~ L ¢, Cua DIAGRAMS : Vi J a | : i: we +a F— - ————1 a - Cu @, is ‘i Given the mean effective diameter d,,, (m) and the number Z,. of the rotor vanes, the distance P, results from xd, P,=— Z, The solidity S, of the rotor vanes, at the mean effective diameter d,,, is C, S= P, where C,. (m) is the length of the chord of each rotor vane. "
What is the range of angles formed by the tangent to the mean line of a rotor vane and the tangential direction?,"The solidity S, of a rotor vane usually increases from the tip diameter d, (m) to the hub diameter d;, (m), for structural reasons. The profile of each vane is represented in the preceding figure by the mean line of the vane itself. The thickness of each vane varies along its mean line. The angle formed in each point by the tangent to the mean line of a rotor vane with the tangential (perpendicular to the axial) direction varies from Bz to 83. "
What is the direction of fluid movement in an axial-flow pump during operation?,"We consider here an axial-flow pump, where the pumped fluid flows upward, and the rotor turns clockwise (from left to right), as shown in the following figure, adapted from [39], which illustrates the Mark 15-fuel pump. This pump is also illustrated in Sect. 4.2. 4.10 Design of Axial-Flow Pumps 351 Ho | N * RQQ{®O [ay _ SECTIONAL Q NSS | Ro IMPELLER ROTOR VANES SSN) —e RoTaTION N ey | ESO PTW ee fe ee } QQ HAN IMPELLER ROTOR VANES SA SNS = rotarion o PANT Ee = pect chi ano rata rn a LY ny N. A ESA eg RYN} -------- ne By ON W/Z tat ae Gi AN t 7 7 FLOW f+ —2s | B ne! in ‘Oni s aA dp din a. "
What geometric approximation is used for the mean line of each rotor vane according to Huzel and Huang?,"According to Huzel and Huang [22], the mean line of each vane of the rotor can be approximated by a circular arc, and the following equations hold at the mean effective diameter d,,:"
What variables are defined as angles related to the rotor vane's chord and tangential direction in a rotor system?,"_ bots B= . ( B3 — Bo L, C, = 2R, sin( 2 = sink where , (rad) is the angle formed by the chord of each rotor vane with the tangential direction, 6» (rad) is the angle formed by the tangent of each rotor vane at the inlet with the tangential direction, £3 (rad) is the angle formed by the tangent of each rotor vane at the outlet with the tangential (perpendicular to the axial) direction, C, (m) is the length of the chord of each rotor vane, R, (m) is the radius of curvature of each rotor vane, and L,. (m) is the length of each rotor vane in the axial direction.. "
What is the relationship between the incidence angle at the inlet of rotor vanes and the angular difference defined as B2 minus f’?,"The relative velocity vector v's of the flow at the inlet of each rotor vane forms an angle f’y (such that B’> < 62) with the tangential direction. The angular differ- ence i = B2 — f’ is the incidence (or attack) angle at the inlet of each rotor vane. Likewise, the relative velocity vector v’3 of the flow at the outlet of each rotor vane forms an angle A’; (such that 8’; < 63) with the tangential direc- tion. "
What is the angular difference that allows for circulatory flow at the rotor vane outlet?,"The angular difference ii = 83 — f’3 is the angle allowed for circulatory flow at the outlet of each rotor vane. The velocity diagrams at the inlet and at the outlet of the impeller rotor vanes can be drawn according to the following equations 352 4 Feed Systems Using Turbo-Pumps By = By +i B3 = By +ii c= imp mM >7q0 7d\. Td? — de din Un = O- 2 UmCy3 — UC ya AHimy = (AH), + AH. = — >= 80 &0(AH) i= Un Cm = Cy tanay = ci}, tana = c} sina = c} sine = v} sin B5 = Vv; sin By where i (rad) is the attack angle at the inlet of each vane, ii (rad) is the angle allowed for circulatory flow at the outlet of each vane, f’2 (rad) and 3 (rad) are the angles formed by the relative velocity vector v with the tangential direction at respectively the inlet and the outlet of each rotor blade, «’2 (rad) and a’ (rad) are the angles formed by the absolute velocity vector ¢ with the tangential direction at respectively the inlet and the outlet of each rotor blade, c,,, (m/s) is the meridian or axial component of the absolute velocity vector ¢, u», (m/s) is the peripheral velocity of the rotor blades at the mean effective diameter d,,, (m), c’2 (m/s) and c’3 (m/s) are the design magnitudes of the absolute velocity vector ¢ at respectively the inlet and the outlet of each rotor blade, v’2 (m/s) and v’3 (m/s) are the design magnitudes of the relative velocity vector v at respectively the inlet and the outlet of each rotor blade, gimp (m?/s) is the required volume flow rate of the impeller at the rated design point, g (m/s) is the rated volume flow rate of the pump, q. "
What does the contraction factor of the vane passage range between for the described impeller?,"(m/s) is the loss of volume flow rate of the impeller due to leakage (q- varies from 0.02g to 0.1), ¢ is the contraction factor of the vane passage (é varies from 0.85 to 0.95), AH imp (m) is the required head rise for each stage of the impeller, (AH); (m) is the rated design head rise for each stage of the axial-flow pump, AH, (m) is the hydraulic head loss for each stage of the impeller stator, and (yw), is the head coefficient for each stage of the axial-flow pump. All the quantities indicated above refer to the mean effective diameter d,,.. "
What relationships exist between the angles of the vanes and the velocities within different cylindrical sections of a pump?,"At various cylindrical sections of the pump between the hub diameter d), and the tip diameter d,, the following relations hold between the vane angles and the flow velocities"
Define the relationship between the vane angles and the corresponding diameters at both the inlet and outlet of an axial-flow pump rotor.,"dy tan By = d, tan Bo, = dy tan Bo, = dy tan Box 4.10 Design of Axial-Flow Pumps 353 dy» tan B; = d, tan B3, = dj, tan Bsn = d, tan Bsy Um — Ur Uh Ux dm dy dn x dm dh, cia _ Sian _ Sn dm dh, where f>, (rad) and £>,, (rad) are the vane angles at the inlet of the rotor relating to respectively the tip diameter and the hub diameter, 63, (rad) and 3, (rad) are the vane angles at the outlet of the rotor relating to respectively the tip diameter and the hub diameter, u; (m/s) and up, (m/s) are the peripheral velocities of the rotor vanes at respectively the tip diameter and the hub diameter, c’,,2; (m/s) and c’,,2;, (m/s) are the tangential components of the design absolute velocity vector c’, at the inlet of the rotor relating to respectively the tip diameter and the hub diameter, and c’,,3, (m/s) and c’ 3, (m/s) are the tangential components of the design absolute velocity vector c’; at the outlet of the rotor relating to respectively the tip diameter and the hub diameter.. "
What change occurs in the tangential component of the absolute velocity vector of fluid as it passes through the stator of an axial-flow pump?,"The stator of an axial-flow pump converts much of the head of the pumped fluid due to the tangential component c’,,3 of its absolute velocity vector c’3 at the outlet of the rotor vanes into pressure head. For this purpose, the curvature of the stator vanes is such as to reduce the tangential component of the absolute velocity vector of the flow. By contrast, the axial component c’,,3 of the vector c’3 does not change, because the passages between stator and rotor perpendicular to the axial direction have the same cross-sectional area. "
What happens to the chord-to-pitch ratio as the diameter of the stator vanes increases from the hub to the tip?,"The diameters d, (m) and d;, (m) of the stator at respectively the tip and the hub can be considered equal to the diameters of the rotor at respectively the tip and the hub. The value of the chord-to-pitch ratio C,/P, of the stator vanes increases as their diameter increases from d;, to d,. The length L, (m) of the stator vanes in the axial direction is usually chosen equal to the length L, (m) of the rotor vanes in the same direction.. "
What is the relationship between the angles chosen for the inlet of the stator vanes and the absolute velocity vector at that location?,"The velocity diagrams at the inlet and at the outlet of the stator vanes are drawn assuming the absolute flow velocities and the angles to be equal to the absolute velocities and to the angles at the inlet and at the outlet of the rotor vanes. The vane angles a3 at the inlet of the stator vanes are chosen slightly greater than the angles a’; formed there by the absolute velocity vector c’; with the tangential direction (a3 = a’; + i), in order for the fluid to be deflected effectively. "
What is the relationship between the outlet vane angles and the absolute velocity vector at the stator vanes in terms of circulatory flow?,"Likewise, the vane angles a4 at the outlet of the stator vanes are chosen slightly greater than the angles a's formed there by the absolute velocity vector c’4 with the tangential direction (a@4 = a’, + ii), in order for circulatory flow to be allowed. The velocity diagrams at the inlet and at the outlet of the stator vanes of the impeller are drawn according to the following equations 354 4 Feed Systems Using Turbo-Pumps xd, P= Z; Cs s,=— s= 3 a3 +04 Ae = a . "
